#languageTag	#level	#worksheet	#problemNo	#limitComboTime	#firstValue	#secondValue	#mathSign	#rightAnswer	#example1	#example2	#example3	#example4	#example5	#example6	#example7	#example8	#example9	#example10	#example11	#example12	#example13	#example14	#example15
en-US	26	2	14	4	13	5	-	8	7	8	9	10	11	12									
en-US	26	2	15	4	13	6	-	7	7	8	9	10	11	12									
en-US	27	1	1	4	14	5	-	9	1	2	3	4	5	6	7	8	9						
en-US	27	1	2	4	11	4	-	7	1	2	3	4	5	6	7	8	9						
en-US	27	1	3	4	12	3	-	9	1	2	3	4	5	6	7	8	9						
en-US	27	1	4	4	14	7	-	7	1	2	3	4	5	6	7	8	9						
en-US	27	1	5	4	13	6	-	7	1	2	3	4	5	6	7	8	9						
en-US	27	1	6	4	15	8	-	7	1	2	3	4	5	6	7	8	9						
en-US	27	1	7	4	12	5	-	7	1	2	3	4	5	6	7	8	9						
en-US	27	1	8	4	14	6	-	8	1	2	3	4	5	6	7	8	9						
en-US	27	1	9	4	13	5	-	8	1	2	3	4	5	6	7	8	9						
en-US	27	1	10	4	15	7	-	8	1	2	3	4	5	6	7	8	9						
en-US	27	1	11	4	11	6	-	5	1	2	3	4	5	6	7	8	9						
en-US	27	1	12	4	13	8	-	5	1	2	3	4	5	6	7	8	9						
en-US	27	1	13	4	14	8	-	6	1	2	3	4	5	6	7	8	9						
en-US	27	1	14	4	12	3	-	9	1	2	3	4	5	6	7	8	9						
en-US	27	1	15	4	15	6	-	9	1	2	3	4	5	6	7	8	9						
en-US	27	2	1	4	15	7	-	8	1	2	3	4	5	6	7	8	9						
en-US	27	2	2	4	13	7	-	6	1	2	3	4	5	6	7	8	9						
en-US	27	2	3	4	11	9	-	2	1	2	3	4	5	6	7	8	9						
en-US	27	2	4	4	15	6	-	9	1	2	3	4	5	6	7	8	9						
en-US	27	2	5	4	13	8	-	5	1	2	3	4	5	6	7	8	9						
en-US	27	2	6	4	12	6	-	6	1	2	3	4	5	6	7	8	9						
en-US	27	2	7	4	14	7	-	7	1	2	3	4	5	6	7	8	9						
en-US	27	2	8	4	11	2	-	9	1	2	3	4	5	6	7	8	9						
en-US	27	2	9	4	14	8	-	6	1	2	3	4	5	6	7	8	9						
en-US	27	2	10	4	13	5	-	8	1	2	3	4	5	6	7	8	9						
en-US	27	2	11	4	15	8	-	7	1	2	3	4	5	6	7	8	9						
en-US	27	2	12	4	12	3	-	9	1	2	3	4	5	6	7	8	9						
en-US	27	2	13	4	15	9	-	6	1	2	3	4	5	6	7	8	9						
en-US	27	2	14	4	14	6	-	8	1	2	3	4	5	6	7	8	9						
en-US	27	2	15	4	13	9	-	4	1	2	3	4	5	6	7	8	9						
en-US	28	1	1	4	16	7	-	9	1	2	3	4	5	6	7	8	9						
en-US	28	1	2	4	14	7	-	7	1	2	3	4	5	6	7	8	9						
en-US	28	1	3	4	17	8	-	9	1	2	3	4	5	6	7	8	9						
en-US	28	1	4	4	14	9	-	5	1	2	3	4	5	6	7	8	9						
en-US	28	1	5	4	16	9	-	7	1	2	3	4	5	6	7	8	9						
en-US	28	1	6	4	15	8	-	7	1	2	3	4	5	6	7	8	9						
en-US	28	1	7	4	14	6	-	8	1	2	3	4	5	6	7	8	9						
en-US	28	1	8	4	18	9	-	9	1	2	3	4	5	6	7	8	9						
en-US	28	1	9	4	14	5	-	9	1	2	3	4	5	6	7	8	9						
en-US	28	1	10	4	15	7	-	8	1	2	3	4	5	6	7	8	9						
en-US	28	1	11	4	17	9	-	8	1	2	3	4	5	6	7	8	9						
en-US	28	1	12	4	13	6	-	7	1	2	3	4	5	6	7	8	9						
en-US	28	1	13	4	15	9	-	6	1	2	3	4	5	6	7	8	9						
en-US	28	1	14	4	16	8	-	8	1	2	3	4	5	6	7	8	9						
en-US	28	1	15	4	15	6	-	9	1	2	3	4	5	6	7	8	9						
en-US	28	2	1	4	15	6	-	9	1	2	3	4	5	6	7	8	9						
en-US	28	2	2	4	16	8	-	8	1	2	3	4	5	6	7	8	9						
en-US	28	2	3	4	14	8	-	6	1	2	3	4	5	6	7	8	9						
en-US	28	2	4	4	15	8	-	7	1	2	3	4	5	6	7	8	9						
en-US	28	2	5	4	18	9	-	9	1	2	3	4	5	6	7	8	9						
en-US	28	2	6	4	13	4	-	9	1	2	3	4	5	6	7	8	9						
en-US	28	2	7	4	16	9	-	7	1	2	3	4	5	6	7	8	9						
en-US	28	2	8	4	14	7	-	7	1	2	3	4	5	6	7	8	9						
en-US	28	2	9	4	17	9	-	8	1	2	3	4	5	6	7	8	9						
en-US	28	2	10	4	15	7	-	8	1	2	3	4	5	6	7	8	9						
en-US	28	2	11	4	14	9	-	5	1	2	3	4	5	6	7	8	9						
en-US	28	2	12	4	17	8	-	9	1	2	3	4	5	6	7	8	9						
en-US	28	2	13	4	16	7	-	9	1	2	3	4	5	6	7	8	9						
en-US	28	2	14	4	14	5	-	9	1	2	3	4	5	6	7	8	9						
en-US	28	2	15	4	15	9	-	6	1	2	3	4	5	6	7	8	9						
en-US	29	1	1	4	20	5	-	15	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	1	2	4	20	6	-	14	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	1	3	4	20	7	-	13	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	1	4	4	20	8	-	12	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	1	5	4	20	9	-	11	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	1	6	4	20	10	-	10	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	1	7	4	20	11	-	9	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	1	8	4	20	12	-	8	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	1	9	4	20	13	-	7	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	1	10	4	20	14	-	6	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	1	11	4	20	15	-	5	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	1	12	4	20	16	-	4	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	1	13	4	20	17	-	3	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	1	14	4	20	18	-	2	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	1	15	4	20	19	-	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	2	1	4	20	19	-	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	2	2	4	20	18	-	2	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	2	3	4	20	17	-	3	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	2	4	4	20	16	-	4	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	2	5	4	20	15	-	5	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	2	6	4	20	14	-	6	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	2	7	4	20	13	-	7	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	2	8	4	20	12	-	8	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	2	9	4	20	11	-	9	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	2	10	4	20	10	-	10	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	2	11	4	20	9	-	11	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	2	12	4	20	8	-	12	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	2	13	4	20	7	-	13	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	2	14	4	20	6	-	14	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	29	2	15	4	20	5	-	15	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
en-US	30	1	1	4	13	3	-	10	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	1	2	4	14	5	-	9	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	1	3	4	17	6	-	11	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	1	4	4	11	4	-	7	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	1	5	4	15	7	-	8	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	1	6	4	11	3	-	8	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	1	7	4	14	6	-	8	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	1	8	4	16	4	-	12	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	1	9	4	12	5	-	7	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	1	10	4	14	8	-	6	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	1	11	4	12	6	-	6	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	1	12	4	15	9	-	6	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	1	13	4	16	8	-	8	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	1	14	4	13	4	-	9	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	1	15	4	18	6	-	12	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	2	1	4	14	3	-	11	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	2	2	4	11	9	-	2	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	2	3	4	13	6	-	7	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	2	4	4	15	8	-	7	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	2	5	4	12	3	-	9	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	2	6	4	17	5	-	12	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	2	7	4	11	6	-	5	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	2	8	4	15	6	-	9	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	2	9	4	13	4	-	9	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	2	10	4	14	7	-	7	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	2	11	4	12	8	-	4	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	2	12	4	16	6	-	10	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	2	13	4	18	7	-	11	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	2	14	4	14	8	-	6	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	30	2	15	4	16	7	-	9	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	31	1	1	4	1	1	*	1	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	31	1	2	4	1	2	*	2	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	31	1	3	4	1	3	*	3	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	31	1	4	4	1	4	*	4	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	31	1	5	4	1	5	*	5	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	31	1	6	4	1	6	*	6	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	31	1	7	4	1	7	*	7	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	31	1	8	4	1	8	*	8	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	31	1	9	4	1	9	*	9	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	31	1	10	4	1	10	*	10	1	2	3	4	5	6	7	8	9	10	11	12			
en-US	32	1	1	4	2	1	*	2	1	2	3	4	5	6	7	8	9						
en-US	32	1	2	4	2	2	*	4	1	2	3	4	5	6	7	8	9						
en-US	32	1	3	4	2	3	*	6	1	2	3	4	5	6	7	8	9						
en-US	32	1	4	4	2	4	*	8	1	2	3	4	5	6	7	8	9						
en-US	32	1	5	4	2	5	*	10	10	11	12	13	14	15	16	17	18						
en-US	32	1	6	4	2	6	*	12	10	11	12	13	14	15	16	17	18						
en-US	32	1	7	4	2	7	*	14	10	11	12	13	14	15	16	17	18						
en-US	32	1	8	4	2	8	*	16	10	11	12	13	14	15	16	17	18						
en-US	32	1	9	4	2	9	*	18	10	11	12	13	14	15	16	17	18						
en-US	32	1	10	4	2	10	*	20	19	20	21												
en-US	33	1	1	4	3	1	*	3	1	2	3	4	5	6	7	8	9						
en-US	33	1	2	4	3	2	*	6	1	2	3	4	5	6	7	8	9						
en-US	33	1	3	4	3	3	*	9	1	2	3	4	5	6	7	8	9						
en-US	33	1	4	4	3	4	*	12	10	11	12	13	14	15	16	17	18						
en-US	33	1	5	4	3	5	*	15	10	11	12	13	14	15	16	17	18						
en-US	33	1	6	4	3	6	*	18	10	11	12	13	14	15	16	17	18						
en-US	33	1	7	4	3	7	*	21	19	20	21	22	23	24	25	26	27						
en-US	33	1	8	4	3	8	*	24	19	20	21	22	23	24	25	26	27						
en-US	33	1	9	4	3	9	*	27	19	20	21	22	23	24	25	26	27						
en-US	33	1	10	4	3	10	*	30	25	26	27	28	29	30	31	32	33						
en-US	34	1	1	4	4	1	*	4	1	2	3	4	5	6	7	8	9						
en-US	34	1	2	4	4	2	*	8	1	2	3	4	5	6	7	8	9						
en-US	34	1	3	4	4	3	*	12	10	11	12	13	14	15	16	17	18						
en-US	34	1	4	4	4	4	*	16	10	11	12	13	14	15	16	17	18						
en-US	34	1	5	4	4	5	*	20	19	20	21	22	23	24	25	26	27						
en-US	34	1	6	4	4	6	*	24	19	20	21	22	23	24	25	26	27						
en-US	34	1	7	4	4	7	*	28	28	29	30	31	32	33	34	35	36						
en-US	34	1	8	4	4	8	*	32	31	32	33	34	35	36	37	38	39						
en-US	34	1	9	4	4	9	*	36	31	32	33	34	35	36	37	38	39						
en-US	34	1	10	4	4	10	*	40	40	41	42	43	44	45	46	47	48						
en-US	35	1	1	4	5	1	*	5	1	2	3	4	5	6	7	8	9						
en-US	35	1	2	4	5	2	*	10	10	11	12	13	14	15	16	17	18						
en-US	35	1	3	4	5	3	*	15	10	11	12	13	14	15	16	17	18						
en-US	35	1	4	4	5	4	*	20	19	20	21	22	23	24	25	26	27						
en-US	35	1	5	4	5	5	*	25	19	20	21	22	23	24	25	26	27						
en-US	35	1	6	4	5	6	*	30	28	29	30	31	32	33	34	35	36						
en-US	35	1	7	4	5	7	*	35	28	29	30	31	32	33	34	35	36						
en-US	35	1	8	4	5	8	*	40	40	41	42	43	44	45	46	47	48						
en-US	35	1	9	4	5	9	*	45	40	41	42	43	44	45	46	47	48						
en-US	35	1	10	4	5	10	*	50	49	50	51	52	53	54	55	56	57						
en-US	36	1	1	4	6	1	*	6	1	2	3	4	5	6	7	8	9						
en-US	36	1	2	4	6	2	*	12	7	8	9	10	11	12	13	14	15						
en-US	36	1	3	4	6	3	*	18	16	17	18	19	20	21	22	23	24						
en-US	36	1	4	4	6	4	*	24	16	17	18	19	20	21	22	23	24						
en-US	36	1	5	4	6	5	*	30	28	29	30	31	32	33	34	35	36						
en-US	36	1	6	4	6	6	*	36	28	29	30	31	32	33	34	35	36						
en-US	36	1	7	4	6	7	*	42	37	38	39	40	41	42	43	44	45						
en-US	36	1	8	4	6	8	*	48	46	47	48	49	50	51	52	53	54						
en-US	36	1	9	4	6	9	*	54	52	53	54	55	56	57	58	59	60						
en-US	36	1	10	4	6	10	*	60	52	53	54	55	56	57	58	59	60						
en-US	37	1	1	4	7	1	*	7	4	5	6	7	8	9									
en-US	37	1	2	4	7	2	*	14	13	14	15	16	17	18									
en-US	37	1	3	4	7	3	*	21	19	20	21	22	23	24									
en-US	37	1	4	4	7	4	*	28	25	26	27	28	29	30									
en-US	37	1	5	4	7	5	*	35	31	32	33	34	35	36									
en-US	37	1	6	4	7	6	*	42	37	38	39	40	41	42									
en-US	37	1	7	4	7	7	*	49	46	47	48	49	50	51									
en-US	37	1	8	4	7	8	*	56	52	53	54	55	56	57									
en-US	37	1	9	4	7	9	*	63	58	59	60	61	62	63									
en-US	37	1	10	4	7	10	*	70	67	68	69	70	71	72									
en-US	38	1	1	4	8	1	*	8	7	8	9												
en-US	38	1	2	4	8	2	*	16	16	17	18												
en-US	38	1	3	4	8	3	*	24	22	23	24												
en-US	38	1	4	4	8	4	*	32	31	32	33												
en-US	38	1	5	4	8	5	*	40	40	41	42												
en-US	38	1	6	4	8	6	*	48	46	47	48												
en-US	38	1	7	4	8	7	*	56	55	56	57												
en-US	38	1	8	4	8	8	*	64	64	65	66												
en-US	38	1	9	4	8	9	*	72	70	71	72												
en-US	38	1	10	4	8	10	*	80	79	80	81												
en-US	39	1	1	4	9	1	*	9	7	8	9												
en-US	39	1	2	4	9	2	*	18	17	18	19												
en-US	39	1	3	4	9	3	*	27	27	28	29												
en-US	39	1	4	4	9	4	*	36	35	36	37												
en-US	39	1	5	4	9	5	*	45	43	44	45												
en-US	39	1	6	4	9	6	*	54	53	54	55												
en-US	39	1	7	4	9	7	*	63	61	62	63												
en-US	39	1	8	4	9	8	*	72	71	72	73												
en-US	39	1	9	4	9	9	*	81	80	81	82												
en-US	39	1	10	4	9	10	*	90	88	89	90												
en-US	40	1	1	4	10	1	*	10	10	20	30	40	50	60	70	80	90						
en-US	40	1	2	4	10	2	*	20	10	20	30	40	50	60	70	80	90						
en-US	40	1	3	4	10	3	*	30	10	20	30	40	50	60	70	80	90						
en-US	40	1	4	4	10	4	*	40	10	20	30	40	50	60	70	80	90						
en-US	40	1	5	4	10	5	*	50	10	20	30	40	50	60	70	80	90						
en-US	40	1	6	4	10	6	*	60	10	20	30	40	50	60	70	80	90						
en-US	40	1	7	4	10	7	*	70	10	20	30	40	50	60	70	80	90						
en-US	40	1	8	4	10	8	*	80	10	20	30	40	50	60	70	80	90						
en-US	40	1	9	4	10	9	*	90	10	20	30	40	50	60	70	80	90						
en-US	40	1	10	4	10	10	*	100	100	110	120	130	140	150	160	170	180						
en-US	41	1	1	4	3	5	*	15	11	12	13	14	15	16	17	18	19						
en-US	41	1	2	4	5	3	*	15	11	12	13	14	15	16	17	18	19						
en-US	41	1	3	4	7	4	*	28	21	22	23	24	25	26	27	28	29						
en-US	41	1	4	4	4	7	*	28	21	22	23	24	25	26	27	28	29						
en-US	41	1	5	4	6	2	*	12	11	12	13	14	15	16	17	18	19						
en-US	41	1	6	4	2	6	*	12	11	12	13	14	15	16	17	18	19						
en-US	41	1	7	4	4	3	*	12	11	12	13	14	15	16	17	18	19						
en-US	41	1	8	4	9	3	*	27	21	22	23	24	25	26	27	28	29						
en-US	41	1	9	4	4	6	*	24	21	22	23	24	25	26	27	28	29						
en-US	41	1	10	4	7	3	*	21	21	22	23	24	25	26	27	28	29						
en-US	41	1	11	4	5	5	*	25	21	22	23	24	25	26	27	28	29						
en-US	41	1	12	4	4	8	*	32	31	32	33	34	35	36	37	38	39						
en-US	41	1	13	4	8	3	*	24	21	22	23	24	25	26	27	28	29						
en-US	41	1	14	4	6	7	*	42	41	42	43	44	45	46	47	48	49						
en-US	41	1	15	4	4	9	*	36	31	32	33	34	35	36	37	38	39						
en-US	41	2	1	4	7	5	*	35	31	32	33	34	35	36	37	38	39						
en-US	41	2	2	4	5	7	*	35	31	32	33	34	35	36	37	38	39						
en-US	41	2	3	4	4	8	*	32	31	32	33	34	35	36	37	38	39						
en-US	41	2	4	4	8	4	*	32	31	32	33	34	35	36	37	38	39						
en-US	41	2	5	4	3	9	*	27	21	22	23	24	25	26	27	28	29						
en-US	41	2	6	4	9	3	*	27	21	22	23	24	25	26	27	28	29						
en-US	41	2	7	4	2	3	*	6	1	2	3	4	5	6	7	8	9						
en-US	41	2	8	4	4	6	*	24	21	22	23	24	25	26	27	28	29						
en-US	41	2	9	4	3	6	*	18	11	12	13	14	15	16	17	18	19						
en-US	41	2	10	4	8	7	*	56	51	52	53	54	55	56	57	58	59						
en-US	41	2	11	4	5	9	*	45	41	42	43	44	45	46	47	48	49						
en-US	41	2	12	4	7	2	*	14	11	12	13	14	15	16	17	18	19						
en-US	41	2	13	4	4	3	*	12	11	12	13	14	15	16	17	18	19						
en-US	41	2	14	4	6	6	*	36	31	32	33	34	35	36	37	38	39						
en-US	41	2	15	4	9	1	*	9	1	2	3	4	5	6	7	8	9						
