#languageTag	#level	#worksheet	#problemNo	#sequenceType	#voiceSource	#problemSentence	#exampleNumber1	#exampleNumber2	#exampleNumber3	#exampleNumber4	#exampleWord1	#exampleWord2	#exampleWord3	#exampleWord4	#rightFormula	#rightAnswer	#objectValueA	#objectValueB	#objectValueC	#objectValueD	#equationValueA	#equationValueB	#equationSign	#equationUnknown	#objectSourceA	#objectSourceB	#objectSourceC	#objectSourceD
en-US	8	3	5	5	en_uk_c1_02.m4a	âéŸæè Áô‹â Ùð ¿èÙè ·ðUUU 8 Õñ» ·UUUæ ¥æÎðàæ çÎØæÐ ¥æÁ 5 Õñ‚â »°¡Ð Õæ·UUUè ·UUUUÜ Âãé¢¿æ° Áæ°¢»ðÐ ·UUUUÜ ¿èÙè ·ðUUU ç·UUUUÌÙð Õñ» ¥æØð¢»ð¢?	2	3	5	8	bags	bags	bags	bags	8 = 5 + <3>	2	5	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	9	1	1	6	en_uk_e1_02.m4a	ÂèÅÚ ·ðUUU Âæâ 4 ·¢UUU¿ð ãñ¢Ð âéá×æ Ùð ÂèÅÚ ·UUUUô ·éUUUÀ ¥æñÚ ·¢UUU¿ð  çÎ° ¥æñÚ ¥Õ ©â·ðUUU Âæâ ·éUUUÜ 6 ·¢UUU¿ð  ãñ¢Ð âéá×æ Ùð ÂèÅÚ ·UUUUô ç·UUUUÌÙð ·¢UUU¿ð çÎ°?	2	3	4	5	marbles	marbles	marbles	marbles	4 + <2>= 6	1					4	2	+	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	9	1	2	6	en_uk_e1_08.m4a	Ü¢¿ âð ÂãÜð ÂèÅÚ Ùð ¥ÂÙè ç·UUUUÌæÕ ·ðUUU 6 ÂðÁ ÂÉ¸ðÐ Ü¢¿ ·ðUUU ÕæÎ ©âÙð ·éUUUÀ ¥æñÚ ÂÉ¸æÐ ØçÎ ÂèÅÚ Ùð ·éUUUÜ ç×Üæ·UUUUÚ   9 ÂðÁ ÂÉ¸ð, Ìô Ü¢¿ ·ðUUU ÕæÎ ©âÙð ç·UUUUÌÙð ÂðÁ ÂÉ¸ð?	3	6	9	12	pages	pages	pages	pages	6 + <3> = 9	1					6	3	+	B	wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	9	1	3	6	en_uk_e1_10.m4a	ÁæòÁü Ùð °·UUUU SÅôÚ ×ð¢ Áæ·UUUUÚ ·éUUUÀ Åè-àæÅü ¹ÚèÎè¢Ð ßã ÎêâÚð SÅôÚ ×ð¢ »Øæ ¥æñÚ 2 ¥æñÚ Åè-àæÅü ¹ÚèÎðÐ ©âÙð ·éUUUÜ 7 Åè-àæÅü ¹ÚèÎè¢Ð ©âÙð ÂãÜè Îé·UUUæÙ ÂÚ ç·UUUUÌÙè Åè-àæÅü ¹ÚèÎè¢?	3	5	7	9	t-shirts	t-shirts	t-shirts	t-shirts	<5> + 2 = 7	2					5	2	+	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	9	1	4	6	en_uk_e1_09.m4a	·ðUUUÜè Ùð ¥ÂÙð ƒæÚ ·ðUUU âæ×Ùð 4 çÕçËÜØæ¡ Îð¹è¢Ð ßã âôÙð ¿Üè »§ü ¥æñÚ ÁÕ ßã âô·UUUUÚ ©Æè Ìô ©â·ðUUU ƒæÚ ·ðUUU âæ×Ùð 7 çÕçËÜØæ¡ Íè¢Ð âôÌð â×Ø ©â·ðUUU ƒæÚ ×ð¢ ç·UUUUÌÙè çÕçËÜØæ¡ ¥æ§ü¢?	2	3	4	5	cats	cats	cats	cats	4 + <3> = 7	2					4	3	+	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	9	1	5	6	en_uk_e1_01.m4a	¥æÂ·ðUUU Âæâ ·éUUUÀ çÅ·UUUUÅð¢ ãñ¢Ð ¥æÂ·UUUæ Öæ§ü ¥æÂ·UUUUô 6 çÅ·UUUUÅ ÎðÌæ ãñÐ ¥Õ ¥æÂ·ðUUU Âæâ 10 çÅ·UUUUÅ ãñ¢Ð ¥æÂ·ðUUU Âæâ ÂãÜð âð  ç·UUUUÌÙð çÅ·UUUUÅð¢ Íè?	2	4	6	8	stamps	stamps	stamps	stamps	<4>+ 6 = 10	2					4	6	+	A	wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	9	2	1	6	en_uk_e1_03.m4a	ÅðSâæ Ùð âéÕã 3 ÈêUUUÜ ÌôÇ¸ ·UUUUÚ ÜæØèÐ ©âÙð ÎôÂãÚ ×ð¢ ·éUUUÀ ¥æñÚ ÈêUUUÜ ÌôÇ¸ð¢ Ð ØçÎ ÅðSâæ Ùð ·éUUUÜ ç×Üæ·UUUUÚ 8 ÈêUUUÜ ÌôÇ¸ð¢, Ìô ÅðSâæ ÎôÂãÚ ×ð¢ ç·UUUUÌÙð ÈêUUUÜ ÌôÇ¸ ·UUUUÚ ÜæØè?	2	4	5	8	flowers	flowers	flowers	flowers	3 + <5> = 8	3					3	5	+	B	wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	9	2	2	6	en_uk_e1_09.m4a	·ðUUUÜè Ùð ¥ÂÙð ƒæÚ ·ðUUU âæ×Ùð 4 çÕçËÜØæ¡ Îð¹è¢Ð ßã âôÙð ¿Üè »§ü ¥æñÚ ÁÕ ßã âô·UUUUÚ ©Æè Ìô ©â·ðUUU ƒæÚ ·ðUUU âæ×Ùð 7 çÕçËÜØæ¡ Íè¢Ð âôÌð â×Ø ©â·ðUUU ƒæÚ ×ð¢ ç·UUUUÌÙè çÕçËÜØæ¡ ¥æ§ü¢?	2	3	4	5	cats	cats	cats	cats	4 + <3> = 7	2					4	3	+	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	9	2	3	6	en_uk_e1_07.m4a	×ð»Ù ·UUUè ÕæËÅè ×ð¢ ·éUUUÀ àæ¢¹ Íè¢Ð ßã 2 ¥æñÚ àæ¢¹ ÂæÌè ãñÐ ¥Õ ©â·ðUUU Âæâ ·éUUUÜ 8 àæ¢¹ ãñ¢Ð ©â·ðUUU Âæâ ÂãÜð âð ç·UUUUÌÙð àæ¢¹ Íð?	2	4	6	8	seashells	seashells	seashells	seashells	<6> + 2 = 8	3					6	2	+	A	wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	9	2	4	6	en_uk_e1_10.m4a	ÁæòÁü Ùð °·UUUU SÅôÚ ×ð¢ Áæ·UUUUÚ ·éUUUÀ Åè-àæÅü ¹ÚèÎè¢Ð ßã ÎêâÚð SÅôÚ ×ð¢ »Øæ ¥æñÚ 2 ¥æñÚ Åè-àæÅü ¹ÚèÎðÐ ©âÙð ·éUUUÜ 7 Åè-àæÅü ¹ÚèÎè¢Ð ©âÙð ÂãÜè Îé·UUUæÙ ÂÚ ç·UUUUÌÙè Åè-àæÅü ¹ÚèÎè¢?	3	5	7	9	t-shirts	t-shirts	t-shirts	t-shirts	<5> + 2 = 7	2					5	2	+	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	9	2	5	6	en_uk_e1_04.m4a	°·UUUU ç·UUUUâæÙ ·ðUUU Âæâ 7 âðÕ ·ðUUU ÂðÇ¸ ÍðÐ ©âÙð ·éUUUÀ ¥æñÚ ÂðÇ¸ ¹ÚèÎð ¥æñÚ ¥Õ ©â·ðUUU Õæ» ×ð¢ 10 °ŒÂÜ ·ðUUU ÂðÇ¸ ãñ¢Ð ©âÙð ç·UUUUÌÙð °ŒÂÜ ·ðUUU ÂðÇ¸ ¹ÚèÎð?	2	3	4	5	trees	trees	trees	trees	7 + <3> = 10	2					7	3	+	B	wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	9	3	1	6	en_uk_e1_05.m4a	°·UUUU ÈéUUUÅÕæòÜ Åè× Ùð ÂãÜè ÂæÚè ×ð¢ 3 »ôÜ ç·UUUU°Ð çÈUUUUÚ ©‹ãô¢Ùð ÎêâÚð ãæÈUUUU ×ð¢ ¥çÏ·UUUU »ôÜ ç·UUUU°Ð ©‹ãô¢Ùð 5 »ôÜ âð »ð× ÁèÌæ! ÎêâÚð ãæÈUUUU ×ð¢ ©‹ãô¢Ùð ç·UUUUÌÙð »ôÜ ç·UUUU°?	2	5	8	10	goals	goals	goals	goals	3 + <2> = 5	1					3	2	+	B	wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	9	3	2	6	en_uk_e1_02.m4a	ÂèÅÚ ·ðUUU Âæâ 4 ·¢UUU¿ð ãñ¢Ð âéá×æ Ùð ÂèÅÚ ·UUUUô ·éUUUÀ ¥æñÚ ·¢UUU¿ð  çÎ° ¥æñÚ ¥Õ ©â·ðUUU Âæâ ·éUUUÜ 6 ·¢UUU¿ð  ãñ¢Ð âéá×æ Ùð ÂèÅÚ ·UUUUô ç·UUUUÌÙð ·¢UUU¿ð çÎ°?	2	3	4	5	marbles	marbles	marbles	marbles	4 + <2>= 6	1					4	2	+	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	9	3	3	6	en_uk_e1_10.m4a	ÁæòÁü Ùð °·UUUU SÅôÚ ×ð¢ Áæ·UUUUÚ ·éUUUÀ Åè-àæÅü ¹ÚèÎè¢Ð ßã ÎêâÚð SÅôÚ ×ð¢ »Øæ ¥æñÚ 2 ¥æñÚ Åè-àæÅü ¹ÚèÎðÐ ©âÙð ·éUUUÜ 7 Åè-àæÅü ¹ÚèÎè¢Ð ©âÙð ÂãÜè Îé·UUUæÙ ÂÚ ç·UUUUÌÙè Åè-àæÅü ¹ÚèÎè¢?	3	5	7	9	t-shirts	t-shirts	t-shirts	t-shirts	<5> + 2 = 7	2					5	2	+	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	9	3	4	6	en_uk_e1_08.m4a	Ü¢¿ âð ÂãÜð ÂèÅÚ Ùð ¥ÂÙè ç·UUUUÌæÕ ·ðUUU 6 ÂðÁ ÂÉ¸ðÐ Ü¢¿ ·ðUUU ÕæÎ ©âÙð ·éUUUÀ ¥æñÚ ÂÉ¸æÐ ØçÎ ÂèÅÚ Ùð ·éUUUÜ ç×Üæ·UUUUÚ   9 ÂðÁ ÂÉ¸ð, Ìô Ü¢¿ ·ðUUU ÕæÎ ©âÙð ç·UUUUÌÙð ÂðÁ ÂÉ¸ð?	3	6	9	12	pages	pages	pages	pages	6 + <3> = 9	1					6	3	+	B	wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	9	3	5	6	en_uk_e1_06.m4a	°·UUUU ÁæÚ ×ð¢ ·éUUUÀ Ûæè¢»éÚ ãôÌð ãñ¢Ð ¥æÂ 5 ¥æñÚ Ûæè¢»éÚ ÜðÌð ãñ¢ ¥æñÚ ¥Õ âÖè ×ð¢ 10 Ûæè¢»éÚ ãñ¢Ð ¥æÂÙð ç·UUUUÌÙð Ûæè¢»éÚ çÜ° ãñ¢?	2	3	4	5	crickets	crickets	crickets	crickets	<5> + 5 = 10	4					5	5	+	A	wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	10	1	1	6	en_uk_e2_09.m4a	ÁðÙ Ùð ¥ÂÙð ÂçÚßæÚ ·ðUUU çÜ° 6 âñ¢Ççß¿ ÕÙæ°Ð ©â·ðUUU ÂçÚßæÚ Ùð ·éUUUÀ ¹æØæ ¥æñÚ 2 Õ¿ð ÍðÐ ©â·ðUUU ÂçÚßæÚ Ùð ç·UUUUÌÙð âñ¢Ççß¿ ¹æ°?	2	4	6	8	sandwiches	sandwiches	sandwiches	sandwiches	6 - <4> = 2	2					6	4	-	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	10	1	2	6	en_uk_e2_08.m4a	7 ÜÇ¸·ðUUU ¥ÂÙè Õæ§·UUUU ¿ÜæÌð ãñ¢Ð ·éUUUÀ ÜÇ¸·ðUUU ƒæÚ ÁæÌð ãñ¢Ð 5 ÜÇ¸·ðUUU ¥ÂÙè Õæ§·UUUU ¿ÜæÙæ ÁæÚè Ú¹Ìð ãñ¢Ð ç·UUUUÌÙð ÜÇ¸·ðUUU ƒæÚ »°?	2	5	7	10	boys	boys	boys	boys	7 - <2> = 5	1					7	2	-	B	wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	10	1	3	6	en_uk_e2_07.m4a	ÇðçßÇ ¥æñÚ ©â·ðUUU ÎôSÌ 9 ÂÌ¢» ©Ç¸æÌð ãñ¢Ð ·éUUUÀ ÂÌ¢» °·UUUU ÂðÇ¸ ×ð¢ È¢UUUâ ÁæÌè ãñ¢Ð 6 ÂÌ¢»ð¢ ¥Öè Öè ©Ç¸ Úãè ãñ¢Ð ÂðÇ¸ ×ð¢ ç·UUUUÌÙè ÂÌ¢»ð¢ ¥Å·UUUè ãñ¢?	3	6	9	10	kites	kites	kites	kites	9 - <3>= 6	1					9	3	-	B	wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	10	1	4	6	en_uk_e2_01.m4a	×ðÚð Âæâ 10 âðÕ ãñ¢Ð ×ñ¢ ·éUUUÀ âðÕ ¹æÌæ ãê¢Ð ×ðÚð Âæâ 4 âðÕ Õ¿ð ãñ¢Ð ×ñ¢Ùð ç·UUUUÌÙð âðÕ ¹æ°?	4	6	8	10	apples	apples	apples	apples	10 - <6> = 4	2					10	6	-	B	wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	10	1	5	6	en_uk_e2_03.m4a	°·UUUU ¥æÎ×è »éyÕæÚð Üð Áæ Úãæ Íæ Üðç·UUUUÙ ãßæ Ùð 6 ©Ç¸æ çÎ°Ð ©â·ðUUU Âæâ 2 »éyÕæÚð Õ¿ð ãñ¢Ð ©â·ðUUU Âæâ ÂãÜð  ç·UUUUÌÙð »éyÕæÚô¢ Íð?	4	8	12	16	balloons	balloons	balloons	balloons	<8> - 6 = 2	2					8	6	-	A	wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	10	2	1	6	en_uk_e2_02.m4a	·UUUUÜ, Îé·UUUæÙ ×ð¢ ¿æßÜ ·ðUUU 7 Õñ» ÍðÐ ¥æÁ, Îé·UUUæÙ ×ð¢ ¿æßÜ ·ðUUU 2 Õñ» ãñ¢Ð Îé·UUUæÙ ×ð¢ ç·UUUUÌÙð Õñ» ¿æßÜ çÕ·UUUU »°?	2	3	5	7	bags	bags	bags	bags	7 - <5> = 2	3					7	5	-	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	10	2	2	6	en_uk_e2_04.m4a	°·UUUU ÂðÇ¸ ·UUUè àææ¹æ ÂÚ 8 Âÿæè ÕñÆðÐ ·éUUUÀ ©Ç¸ »°Ð ¥Õ àææ¹æ ÂÚ 3 Âÿæè ãñ¢Ð ç·UUUUÌÙð Âÿæè ©Ç¸ »°?	3	5	8	10	birds	birds	birds	birds	8 - <5> = 3	2					8	5	-	B	wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	10	2	3	6	en_uk_e2_09.m4a	ÁðÙ Ùð ¥ÂÙð ÂçÚßæÚ ·ðUUU çÜ° 6 âñ¢Ççß¿ ÕÙæ°Ð ©â·ðUUU ÂçÚßæÚ Ùð ·éUUUÀ ¹æØæ ¥æñÚ 2 Õ¿ð ÍðÐ ©â·ðUUU ÂçÚßæÚ Ùð ç·UUUUÌÙð âñ¢Ççß¿ ¹æ°?	2	4	6	8	sandwiches	sandwiches	sandwiches	sandwiches	6 - <4> = 2	2					6	4	-	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	10	2	4	6	en_uk_e2_05.m4a	ç×Øæ Ùð ƒæÚ ·ðUUU ÕÙð Áæ× ·ðUUU 10 ÁæÚ ÕæÁæÚ ×ð¢ Üæ°Ð ©âÙð ·éUUUÀ ÁæÚ Õð¿ð ¥æñÚ 3 ÁæÚ Õ¿ð ÍðÐ ©âÙð ÕæÁæÚ ×ð¢ ç·UUUUÌÙð ÁæÚ Õð¿ð?	3	5	7	9	jars	jars	jars	jars	10 - <7> = 3	3					10	7	-	B	wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	10	2	5	6	en_uk_e2_06.m4a	çÅ× ·ðUUU ·éUUU}æð Ùð ·éUUUÀ çÂËÜô¢ ·UUUUô Á‹× çÎØæÐ çÅ× Ùð ¥ÂÙð ÎôSÌô¢ ·UUUUô 6 çÂËÜð çÎ°Ð ¥Õ ©â·ðUUU Âæâ 2 çÂËÜð Õ¿ð ãñ¢Ð ©â·ðUUU ·éUUU}æð Ùð ç·UUUUÌÙð çÂËÜô¢ ·UUUUô Á‹× çÎØæ?	2	4	6	8	puppies	puppies	puppies	puppies	<8> - 6 = 2	4					8	6	-	A	wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	10	3	1	6	en_uk_e2_04.m4a	°·UUUU ÂðÇ¸ ·UUUè àææ¹æ ÂÚ 8 Âÿæè ÕñÆðÐ ·éUUUÀ ©Ç¸ »°Ð ¥Õ àææ¹æ ÂÚ 3 Âÿæè ãñ¢Ð ç·UUUUÌÙð Âÿæè ©Ç¸ »°?	3	5	8	10	birds	birds	birds	birds	8 - <5> = 3	2					8	5	-	B	wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	10	3	2	6	en_uk_e2_07.m4a	ÇðçßÇ ¥æñÚ ©â·ðUUU ÎôSÌ 9 ÂÌ¢» ©Ç¸æÌð ãñ¢Ð ·éUUUÀ ÂÌ¢» °·UUUU ÂðÇ¸ ×ð¢ È¢UUUâ ÁæÌè ãñ¢Ð 6 ÂÌ¢»ð¢ ¥Öè Öè ©Ç¸ Úãè ãñ¢Ð ÂðÇ¸ ×ð¢ ç·UUUUÌÙè ÂÌ¢»ð¢ ¥Å·UUUè ãñ¢?	3	6	9	10	kites	kites	kites	kites	9 - <3>= 6	1					9	3	-	B	wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	10	3	3	6	en_uk_e2_02.m4a	·UUUUÜ, Îé·UUUæÙ ×ð¢ ¿æßÜ ·ðUUU 7 Õñ» ÍðÐ ¥æÁ, Îé·UUUæÙ ×ð¢ ¿æßÜ ·ðUUU 2 Õñ» ãñ¢Ð Îé·UUUæÙ ×ð¢ ç·UUUUÌÙð Õñ» ¿æßÜ çÕ·UUUU »°?	2	3	5	7	bags	bags	bags	bags	7 - <5> = 2	3					7	5	-	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	10	3	4	6	en_uk_e2_10.m4a	·éUUUÀ ¥æ× Åô·UUUUÚè ×ð¢ ÍðÐ Åô·UUUUÚè âð 4 ¥æ× çÙ·UUUæÜð »° ÍðÐ ¥Õ 6 ¥æ× ãñ¢Ð Åô·UUUUÚè ×ð¢ ÂãÜð ç·UUUUÌÙð ¥æ× Íð?	4	8	10	12	mangos	mangos	mangos	mangos	<10> - 4 = 6	3					10	4	-	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	10	3	5	6	en_uk_e2_03.m4a	°·UUUU ¥æÎ×è »éyÕæÚð Üð Áæ Úãæ Íæ Üðç·UUUUÙ ãßæ Ùð 6 ©Ç¸æ çÎ°Ð ©â·ðUUU Âæâ 2 »éyÕæÚð Õ¿ð ãñ¢Ð ©â·ðUUU Âæâ ÂãÜð  ç·UUUUÌÙð »éyÕæÚô¢ Íð?	4	8	12	16	balloons	balloons	balloons	balloons	<8> - 6 = 2	2					8	6	-	A	wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	11	1	1	1	en_uk_a2_04.m4a	×»Ù Ùð 8 ·ñ¢UUUÇè ¹ÚèÎè ¥æñÚ ÁðÙ Ùð 9 ·ñ¢UUUÇè ¹ÚèÎèÐ ©‹ãô¢Ùð âÖè ×ð¢ ç·UUUUÌÙè ·ñ¢UUUÇè ¹ÚèÎè?	15	16	17	18	candies	candies	candies	candies	8 + 9 = <17>	3	8	9	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	11	1	2	1	en_uk_a2_06.m4a	×æØæ ·ðUUU Âæâ 5 ·¢UUU¿ð ãñ¢Ð ÁæÎðÙ ·ðUUU Âæâ 8 ·¢UUU¿ð ãñ¢Ð ©Ù·ðUUU Âæâ ·éUUUÜ ç×Üæ·UUUUÚ ç·UUUUÌÙð ·¢UUU¿ð ãñ¢?	11	12	13	14	marbles	marbles	marbles	marbles	5 + 8 = <13>	3	5	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	11	1	3	1	en_uk_a2_02.m4a	àæðËÈUUUU ÂÚ 8 ç·UUUUÌæÕð¢ ãñ¢Ð ×æÅæü Ùð 6 ¥æñÚ ç·UUUUÌæÕð¢ àæðËÈUUUU ÂÚ Ú¹è¢Ð ç·UUUUÌÙè ç·UUUUÌæÕð¢ àæðËÈUUUU ÂÚ ãñ¢?	11	12	13	14	books	books	books	books	8 + 6 = <14>	4	8	6	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	11	1	4	1	en_uk_a2_01.m4a	×ñÚè °·UUUU Á‹×çÎÙ ·UUUè ÂæÅèü ·ðUUU çÜ° ÌñØæÚè ·UUUUÚ Úãè ãñÐ ©âÙð ¥æÁ âéÕã 6 »éyÕæÚð ÈéUUUÜæ° ¥æñÚ ÎéÂãÚ ·UUUUô 5 »éyÕæÚð ÈéUUUÜæ°Ð ©âÙð âÖè ×ð¢ ç·UUUUÌÙð »éyÕæÚð ÈéUUUÜæ°?	11	12	13	14	balloons	balloons	balloons	balloons	6 + 5 = <11>	1	6	5	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	11	1	5	1	en_uk_a2_07.m4a	ÎÚæÁ ×ð¢ 7 Âð¢çâÜ ãñ¢Ð ÎæÙ Ùð ÎÚæÁ ×ð¢ 9 ¥æñÚ Âð¢çâÜ Ú¹è¢Ð ÎÚæÁ ×ð¢ ç·UUUUÌÙè Âð¢çâÜ ãñ¢?	14	16	18	20	pencils	pencils	pencils	pencils	7 + 9 = <16>	2	7	9	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	11	2	1	1	en_uk_a2_08.m4a	ÁðÙðÅ ·ðUUU Âæâ 8 â¢ÌÚð ãñ¢ ¥æñÚ àæðÚôÙ ·ðUUU Âæâ 4 â¢ÌÚð ãñ¢Ð ©Ù·ðUUU Âæâ ·éUUUÜ ç×Üæ·UUUUÚ ç·UUUUÌÙð â¢ÌÚð ãñ¢?	10	12	14	16	oranges	oranges	oranges	oranges	8 + 4 = <12>	2	8	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	11	2	2	1	en_uk_a2_05.m4a	Õâ ×ð¢ 6 ÜÇ¸ç·UUUUØæ¢ ¥æñÚ 7 ÜÇ¸·ðUUU ãñ¢Ð Õâ ×ð¢ ç·UUUUÌÙð Õ‘¿ð ãñ¢?	11	12	13	14	children	children	children	children	6 + 7 = <13>	3	6	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	11	2	3	1	en_uk_a2_03.m4a	°°·UUUU ç·UUUUâæÙ Ùð ÎôÂãÚ ·ðUUU ¹æÙð âð ÂãÜð ×·UUUU§ü ·UUUè 5 Â¢çQUUUUØæ¡ Ü»æ§ü¢Ð ©âÙð ÎôÂãÚ ·ðUUU ¹æÙð âð ÕæÎ ·ðUUU ÕæÎ 7 ¥æñÚ Â¢çQUUUUØæ¡ Ü»æ§ü¢Ð ©âÙð ÂêÚð çÎÙ ×ð¢ ×·UUUU§ü ·UUUè ç·UUUUÌÙè Â¢çQUUUUØæ¡ Ü»æ§ü¢?	11	12	13	14	rows	rows	rows	rows	5 + 7 = <12>	2	5	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	11	2	4	1	en_uk_a2_09.m4a	°·UUUU Õâ ×ð¢ 7 Õ‘¿ð âßæÚ ãñ¢Ð 4 ¥æñÚ Õ‘¿ð Õâ ×ð¢ ¿É¸ðÐ Õâ ×ð¢ ¥Õ ·éUUUÜ ç·UUUUÌÙð Õ‘¿ð ãñ¢?	11	12	13	14	children	children	children	children	7 + 4 = <11>	1	7	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	11	2	5	1	en_uk_a2_04.m4a	×»Ù Ùð 8 ·ñ¢UUUÇè ¹ÚèÎè ¥æñÚ ÁðÙ Ùð 9 ·ñ¢UUUÇè ¹ÚèÎèÐ ©‹ãô¢Ùð âÖè ×ð¢ ç·UUUUÌÙè ·ñ¢UUUÇè ¹ÚèÎè?	15	16	17	18	candies	candies	candies	candies	8 + 9 = <17>	3	8	9	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	11	3	1	1	en_uk_a2_10.m4a	°·UUUU ãæÚ ÂÚ 7 ÂèÜð ×ôÌè ¥æñÚ 8 ÜæÜ ×ôÌè ãñ¢Ð ãæÚ ×ð¢ ·éUUUÜ ç×Üæ·UUUUÚ ç·UUUUÌÙð ×ôÌè ãñ¢?	11	13	15	17	beads	beads	beads	beads	7 + 8 = <15>	3	7	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	11	3	2	1	en_uk_a2_08.m4a	ÁðÙðÅ ·ðUUU Âæâ 8 â¢ÌÚð ãñ¢ ¥æñÚ àæðÚôÙ ·ðUUU Âæâ 4 â¢ÌÚð ãñ¢Ð ©Ù·ðUUU Âæâ ·éUUUÜ ç×Üæ·UUUUÚ ç·UUUUÌÙð â¢ÌÚð ãñ¢?	10	12	14	16	oranges	oranges	oranges	oranges	8 + 4 = <12>	2	8	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	11	3	3	1	en_uk_a2_07.m4a	ÎÚæÁ ×ð¢ 7 Âð¢çâÜ ãñ¢Ð ÎæÙ Ùð ÎÚæÁ ×ð¢ 9 ¥æñÚ Âð¢çâÜ Ú¹è¢Ð ÎÚæÁ ×ð¢ ç·UUUUÌÙè Âð¢çâÜ ãñ¢?	14	16	18	20	pencils	pencils	pencils	pencils	7 + 9 = <16>	2	7	9	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	11	3	4	1	en_uk_a2_03.m4a	°·UUUU ç·UUUUâæÙ Ùð ÎôÂãÚ ·ðUUU ¹æÙð âð ÂãÜð ×·UUUU§ü ·UUUè 5 Â¢çQUUUUØæ¡ Ü»æ§ü¢Ð ©âÙð ÎôÂãÚ ·ðUUU ¹æÙð âð ÕæÎ ·ðUUU ÕæÎ 7 ¥æñÚ Â¢çQUUUUØæ¡ Ü»æ§ü¢Ð ©âÙð ÂêÚð çÎÙ ×ð¢ ×·UUUU§ü ·UUUè ç·UUUUÌÙè Â¢çQUUUUØæ¡ Ü»æ§ü¢?	11	12	13	14	rows	rows	rows	rows	5 + 7 = <12>	2	5	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	11	3	5	1	en_uk_a2_06.m4a	×æØæ ·ðUUU Âæâ 5 ×æÕüÜ ãñ¢Ð ÁæÎðÙ ·ðUUU Âæâ 8 ×æÕüÜ ãñ¢Ð ©Ù·ðUUU Âæâ ·éUUUÜ ç×Üæ·UUUUÚ ç·UUUUÌÙð ×æÕüÜ ãñ¢?	11	12	13	14	marbles	marbles	marbles	marbles	5 + 8 = <13>	3	5	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
