#missing_number - questionoption1: 숫자 간 간격 / questionoption2: 괄호 위치(미지정 시 랜덤) / questionoption3: ascending, descending 지정 가능, 없으면 둘 중 하나 / answerpoint1: 시작 수 세팅 (10=10의 배수, 5=5의 배수..), 없으면 랜덤                                                                                         #operations_with_objects - questionoption2: regroupingtrue시 받아올림,받아내림 강제. regroupingfalse시 받아올림, 받아내림 없음. 없으면 둘 중 하나.                                                                                         #operations_without_objects - questionoption3: vertical시 세로 연산. horizontal시 가로 연산. 없으면 둘 중 하나.                                                                                         #biggest_and_smallest - questionoption1: biggest시 가장 큰 수. smallest시 가장 작은 수.                                                                                         #bigger_and_smaller - questionoption1: bigger시 더 큰 수. smaller시 더 작은 수. / questionoption2: image, number 지정, 없으면 둘 중 하나 / questionoption3: image의 경우 lineup을 기재하면 정렬됨                                                                                         #compare_number_magnitudes - questionoption1: ascending, descending 지정 가능, 없으면 둘 중 하나 / answeroption1: 숫자 간 간격 지정, 없으면 지정하지 않음.                                                                                         #shapes - questionoption1: 질문, 음성 파일 명과 일치해야 함 / answerrange: 항목 중 답변을 하나 선택. 이미지 파일 명과 일치해야 함 / answeroption1 항목 중 보기 선택. 이미지 파일 명과 일치해야 함"														
#level	worksheet	leveltypesequence	type	templatename	questionoption1	questionoption2	questionoption3	questionoption4	questionoption5	answer	answeroption1			
PostTest_1	1	1001, 1001, 1002, 1002, 1003, 1004, 1004, 1005, 1005, 1006												
			230002	word_problem	रेहमान ने ७ बिस्कुट और अलका ने २ बिस्कुट खाए। रेहमान की तुलना में अलका ने कितने कम बिस्कुट खाए?		रेहमान ने ७ बिस्कुट और अलका ने २ बिस्कुट खाए। रेहमान की तुलना में अलका ने कितने कम बिस्कुट खाए?				5				
			230003	word_problem	आस्था ४ ब्लोक चलती है स्कूल के लिए। अलका स्कूल के लिए २  ब्लोक चलता है। आस्था अलका की तुलना में स्कूल जाने के लिए और कितने  ब्लोक चलती हैं?	आस्था ४ ब्लोक चलती है स्कूल के लिए। अलका स्कूल के लिए २  ब्लोक चलता है। आस्था अलका की तुलना में स्कूल जाने के लिए और कितने  ब्लोक चलती हैं?				2				
			230004	word_problem	एक कक्षा में १३ लड़कियां और १८ लडक़े हैं। लड़कियों की तुलना में कितने अधिक लडक़े हैं?	एक कक्षा में १३ लड़कियां और १८ लडक़े हैं। लड़कियों की तुलना में कितने अधिक लडक़े हैं?				5				
			230005	word_problem	नमिता के बगीचे में १३ फूल हैं। गौरी के ८ फूल हैं। नमिता के पास गौरी की तुलना में कितने अधिक फूल हैं?	नमिता के बगीचे में १३ फूल हैं। गौरी के ८ फूल हैं। नमिता के पास गौरी की तुलना में कितने अधिक फूल हैं?				5				
			230006	word_problem	आपके पास ७ गुब्बारे हैं और आपके मित्र के पास ५ गुब्बारे हैं। आपके मित्र के मुकाबले आपके पास कितने गुब्बारे ज़्यादा हैं?	आपके पास ७ गुब्बारे हैं और आपके मित्र के पास ५ गुब्बारे हैं। आपके मित्र के मुकाबले आपके पास कितने गुब्बारे ज़्यादा हैं?				2				
			230007	word_problem	पलक ने ३ किताबें पढ़ीं और राधिका ने ५ किताबें पढ़ीं। पलक की तुलना में राधिका ने कितनी और किताबें पढ़ीं?	पलक ने ३ किताबें पढ़ीं और राधिका ने ५ किताबें पढ़ीं। पलक की तुलना में राधिका ने कितनी और किताबें पढ़ीं?				2				
			230008	word_problem	कस्तूरबा को समुद्र तट पर २० शंख मिले। नोआ को ६ शंख मिले। नोआ की तुलना में कस्तूरबा को कितने और शंख मिले?	कस्तूरबा को समुद्र तट पर २० शंख मिले। नोआ को ६ शंख मिले। नोआ की तुलना में कस्तूरबा को कितने और शंख मिले?				14				
			230009	word_problem	अन्ना ने १२ पौधे खरीदे। उसकी बहन ने ७ पौधे खरीदे। अन्ना ने अपनी बहन से कितने अधिक पौधे खरीदे?	अन्ना ने १२ पौधे खरीदे। उसकी बहन ने ७ पौधे खरीदे। अन्ना ने अपनी बहन से कितने अधिक पौधे खरीदे?				5				
			230010	word_problem	दीपेश ने स्कूल के बगीचे में ५ बीज लगाए। अलका ने ८ बीज लगाए। दीपेश ने अलका की तुलना में कितने कम बीज लगाए?	दीपेश ने स्कूल के बगीचे में ५ बीज लगाए। अलका ने ८ बीज लगाए। दीपेश ने अलका की तुलना में कितने कम बीज लगाए?				3				
SpecialTest_24	1	240001~240010, 240001~240010, 240001~240010, 240001~240010, 240001~240010												
			240001	word_problem	मेरे पास १० सेब हैं। मैं कुछ सेब खाता हूं। मेरे पास ४ सेब बचे हैं। मैंने कितने सेब खाए?	मेरे पास १० सेब हैं। मैं कुछ सेब खाता हूं। मेरे पास ४ सेब बचे हैं। मैंने कितने सेब खाए?				6				
			240002	word_problem	कल दुकान में चावल के ७ बैग थे। आज दुकान में चावल के २ बैग हैं। दुकान में कितने बैग चावल बिक गए?	कल दुकान में चावल के ७ बैग थे। आज दुकान में चावल के २ बैग हैं। दुकान में कितने बैग चावल बिक गए?				5				
			240003	word_problem	राम और उसके दोस्त ९ पतंग उड़ाते हैं। कुछ पतंग एक पेड़ में फस जाती हैं। ६ पतंगें अभी भी उड़ रही हैं। पेड़ में कितनी पतंगें अटकी हैं?	राम और उसके दोस्त ९ पतंग उड़ाते हैं। कुछ पतंग एक पेड़ में फस जाती हैं। ६ पतंगें अभी भी उड़ रही हैं। पेड़ में कितनी पतंगें अटकी हैं?				3				
			240004	word_problem	एक आदमी गुब्बारे ले जा रहा था लेकिन हवा ने ६ उड़ा दिए। उसके पास २ गुब्बारे बचे हैं। उसके पास पहले  कितने  गुब्बारे थे?	एक आदमी गुब्बारे ले जा रहा था लेकिन हवा ने ६ उड़ा दिए। उसके पास २ गुब्बारे बचे हैं। उसके पास पहले  कितने  गुब्बारे थे?				8				
			240005	word_problem	कुछ आम टोकरी में थे। टोकरी से ४ आम निकाले गए थे। अब ६ आम हैं। टोकरी में पहले कितने आम थे?	कुछ आम टोकरी में थे। टोकरी से ४ आम निकाले गए थे। अब ६ आम हैं। टोकरी में पहले कितने आम थे?				10				
			240006	word_problem	एक पेड़ की शाखा पर ८ पक्षी बैठे। कुछ उड़ गए। अब शाखा पर ३ पक्षी हैं। कितने पक्षी उड़ गए?	एक पेड़ की शाखा पर ८ पक्षी बैठे। कुछ उड़ गए। अब शाखा पर ३ पक्षी हैं। कितने पक्षी उड़ गए?				5				
			240007	word_problem	उर्वशी ने घर के बने जाम के १० जार बाजार में लाए। उसने कुछ जार बेचे और ३ जार बचे थे। उसने बाजार में कितने जार बेचे?	उर्वशी ने घर के बने जाम के १० जार बाजार में लाए। उसने कुछ जार बेचे और ३ जार बचे थे। उसने बाजार में कितने जार बेचे?				7				
			240008	word_problem	टिम के कुते ने कुछ पिल्लों को जन्म दिया। टिम ने अपने दोस्तों को ६ पिल्ले दिए। अब उसके पास २ पिल्ले बचे हैं। उसके कुते ने कितने पिल्लों को जन्म दिया?	टिम के कुते ने कुछ पिल्लों को जन्म दिया। टिम ने अपने दोस्तों को ६ पिल्ले दिए। अब उसके पास २ पिल्ले बचे हैं। उसके कुते ने कितने पिल्लों को जन्म दिया?				8				
			240009	word_problem	अलका ने अपने परिवार के लिए ६ सैंडविच बनाए। उसके परिवार ने कुछ खाए और २ बचे थे। उसके परिवार ने कितने सैंडविच खाए?	अलका ने अपने परिवार के लिए ६ सैंडविच बनाए। उसके परिवार ने कुछ खाए और २ बचे थे। उसके परिवार ने कितने सैंडविच खाए?				4				
			240010	word_problem	७ लडक़े अपनी बाइक चलाते हैं। कुछ लडक़े घर जाते हैं। ५ लडक़े अपनी बाइक चलाना जारी रखते हैं। कितने लडक़े घर गए?	७ लडक़े अपनी बाइक चलाते हैं। कुछ लडक़े घर जाते हैं। ५ लडक़े अपनी बाइक चलाना जारी रखते हैं। कितने लडक़े घर गए?				2				
SpecialTest_25	1	250001, 250002, 250003, 250004, 250005												
			250001	operations_without_objects	2~3x2~9=?		horizontal			4~27				
			250002	operations_without_objects	4~5x2~9=?		horizontal			8~45				
			250003	operations_without_objects	6~7x2~9=?		horizontal			12~63				
			250004	operations_without_objects	8~9x2~9=?		horizontal			16~81				
			250005	operations_without_objects	2~9x2~9=?		horizontal			4~81				
SpecialTest_26	1	260001~260010, 260001~260010, 260001~260010, 260001~260010, 260001~260010												
			260001	word_problem	सृष्टि ने १८ ब्राउनी को बेक किया। उसने २ प्लेटों पर समान संख्या में ब्राउनी रखी। प्रत्येक प्लेट पर कितने ब्राउनी होते हैं?		सृष्टि ने १८ ब्राउनी को बेक किया। उसने २ प्लेटों पर समान संख्या में ब्राउनी रखी। प्रत्येक प्लेट पर कितने ब्राउनी होते हैं?				9				
			260002	word_problem	एक किसान के पास १६ अंडे हैं और वो उन्हें समान रूप से २ बक्से में रखता है। प्रत्येक बक्से में कितने अंडे हैं?	एक किसान के पास १६ अंडे हैं और वो उन्हें समान रूप से २ बक्से में रखता है। प्रत्येक बक्से में कितने अंडे हैं?				8				
			260003	word_problem	ईशा ने ६ फूल चुने। उसने फूलों को समान मात्रा में २ फूलदानों में डाल दिया। प्रत्येक फूलदान में उसने कितने फूल डालें ?	ईशा ने ६ फूल चुने। उसने फूलों को समान मात्रा में २ फूलदानों में डाल दिया। प्रत्येक फूलदान में उसने कितने फूल डालें ?				3				
			260004	word_problem	शेन ने एक पेड़ से ६ आम निकाले। उन्होंने आमों की एक समान संख्या को ३ बक्से में रखा। प्रत्येक बक्से में उसने कितने आम रखे?	शेन ने एक पेड़ से ६ आम निकाले। उन्होंने आमों की एक समान संख्या को ३ बक्से में रखा। प्रत्येक बक्से में उसने कितने आम रखे?				2				
			260005	word_problem	२० छात्रों को शिक्षक द्वारा ४ समूहों में समान रूप से विभाजित किया गया था। प्रत्येक समूह में कितने छात्र हैं?		२० छात्रों को शिक्षक द्वारा ४ समूहों में समान रूप से विभाजित किया गया था। प्रत्येक समूह में कितने छात्र हैं?				5				
			260006	word_problem	२ बच्चे ८ मिठाई समान रूप से साझा करते हैं। प्रत्येक बच्चे को कितनी मिठाई मिलती है?	२ बच्चे ८ मिठाई समान रूप से साझा करते हैं। प्रत्येक बच्चे को कितनी मिठाई मिलती है?				4				
			260007	word_problem	आप और आपकी बहन समान रूप से चिप्स के १० बैग साझा करते हैं। चिप्स के कितने बैग प्रत्येक को मिलेंगे?	आप और आपकी बहन समान रूप से चिप्स के १० बैग साझा करते हैं। चिप्स के कितने बैग प्रत्येक को मिलेंगे?				5				
			260008	word_problem	३ मित्र समान रूप से १२ कैंडी साझा करते हैं। प्रत्येक मित्र को कितने कैंडी मिलेंगे?	३ मित्र समान रूप से १२ कैंडी साझा करते हैं। प्रत्येक मित्र को कितने कैंडी मिलेंगे?				4				
			260009	word_problem	श्री रुपेश की कक्षा में १८ पुस्तकें हैं। वह उन्हें ३ अलमारियों पर समान रूप से रखते है। प्रत्येक अलमारी पर कितनी किताबें रखी हुई हैं?	श्री रुपेश की कक्षा में १८ पुस्तकें हैं। वह उन्हें ३ अलमारियों पर समान रूप से रखते है। प्रत्येक अलमारी पर कितनी किताबें रखी हुई हैं?				6				
			260010	word_problem	मार्को ने १२ मछलियाँ खरीदीं। उसने मछलियों की संख्या ४ टैंकों में बराबर कर दी। प्रत्येक टैंक में कितनी मछलियाँ हैं?	मार्को ने १२ मछलियाँ खरीदीं। उसने मछलियों की संख्या ४ टैंकों में बराबर कर दी। प्रत्येक टैंक में कितनी मछलियाँ हैं?				3				
SpecialTest_27	1	270001~270010, 270001~270010, 270001~270010, 270001~270010, 270001~270010												
			270001	word_problem	दर्पण के पास ३ जोड़ी मोजे हैं। प्रत्येक जोड़ी में २ मोजे हैं। दर्पण के पास कितने मोजे हैं?	दर्पण के पास ३ जोड़ी मोजे हैं। प्रत्येक जोड़ी में २ मोजे हैं। दर्पण के पास कितने मोजे हैं?				6				
			270002	word_problem	सपना ने आम के २ बोक्स खरीदे। प्रत्येक बोक्स में ४ आम हैं। उसने कितने आम खरीदे?	सपना ने आम के २ बोक्स खरीदे। प्रत्येक बोक्स में ४ आम हैं। उसने कितने आम खरीदे?				8				
			270003	word_problem	चरागाह में ३ भेड़ें हैं। प्रत्येक भेड़ के ४ बच्चे होते हैं। चरागाह में कितने मेमने हैं?	चरागाह में ३ भेड़ें हैं। प्रत्येक भेड़ के ४ बच्चे होते हैं। चरागाह में कितने मेमने हैं?				12				
			270004	word_problem	अलका ने फ्लावर पॉट में ३ फूलों की गिनती की। प्रत्येक फूल में ५ पंखुड़यिाँ होती हैं। सभी में कितनी पंखुड़यिाँ हैं?	अलका ने फ्लावर पॉट में ३ फूलों की गिनती की। प्रत्येक फूल में ५ पंखुड़यिाँ होती हैं। सभी में कितनी पंखुड़यिाँ हैं?				15				
			270005	word_problem	खेत पर २ वैगन हैं। प्रत्येक वैगन में ८ बच्चे होते हैं। कितने बच्चे वैगनों में हैं?	खेत पर २ वैगन हैं। प्रत्येक वैगन में ८ बच्चे होते हैं। कितने बच्चे वैगनों में हैं?				16				
			270006	word_problem	एक मधुमक्खी के ६ पैर होते हैं। २ मधुमक्खियों के कितने पैर होते हैं?	एक मधुमक्खी के ६ पैर होते हैं। २ मधुमक्खियों के कितने पैर होते हैं?				12				
			270007	word_problem	एक बतख के २ पैर होते हैं। ३ बतख के कितने पैर हैं?	एक बतख के २ पैर होते हैं। ३ बतख के कितने पैर हैं?				6				
			270008	word_problem	नेहा ने डोनट्स के ४ बोक्स खरीदे। प्रत्येक बोक्स में ५ डोनट्स होते हैं। उसने कुल कितने डोनट्स खरीदे?	नेहा ने डोनट्स के ४ बोक्स खरीदे। प्रत्येक बोक्स में ५ डोनट्स होते हैं। उसने कुल कितने डोनट्स खरीदे?				20				
			270009	word_problem	सैली को एक मील चलने के लिए ७ मिनट लगते हैं। ४ मील चलने में उसे कितना समय लगेगा?	सैली को एक मील चलने के लिए ७ मिनट लगते हैं। ४ मील चलने में उसे कितना समय लगेगा?				28				
			270010	word_problem	शालिनी रूथ और रमेश ने पिज़्ज़ा के २ स्लाइस खाए। पिज़्ज़ा के कितने स्लाइस उन्होंने सभी में खाए?	शालिनी रूथ और रमेश ने पिज़्ज़ा के २ स्लाइस खाए। पिज़्ज़ा के कितने स्लाइस उन्होंने सभी में खाए?				6				
SpecialTest_28	1	280001~280004, 280005~280008, 280009, 280010, 280011												
			280001	shapes	which	कौनसा सर्कल है?	कौनसा सरकल है?			circle	circle,square,triangle,rectangle			
			280002	shapes	which	कौनसा स्क्वायर है?	कौनसा स्क्वायर है?			square	circle,square,triangle,rectangle			
			280003	shapes	which	कौनसा ट्रायंगल है?	कौनसा ट्रायंगल है?			triangle	circle,square,triangle,rectangle			
			280004	shapes	which	कौन सा रैक्टेंगल है?	कौन सा रैक्टेंगल है?			rectangle	circle,square,triangle,rectangle			
			280005	shapes	which	कौनसा पेंटागन है?	कौनसा पेंटागन है?			pentagon	pentagon,hexagon,parallelogram,trapezoid			
			280006	shapes	which	कोनसा हेक्सागॉन है ?	कोनसा हेक्सागॉन है ?			hexagon	pentagon,hexagon,parallelogram,trapezoid			
			280007	shapes	which	कौनसा परलेलोग्राम है?	कौनसा परलेलोग्राम है?			parallelogram	pentagon,hexagon,parallelogram,trapezoid			
			280008	shapes	which	कौनसा ट्रेपोजॉइड है?	कौनसा ट्रेपोजॉइड है?			trapezoid	pentagon,hexagon,parallelogram,trapezoid			
			280009	shapes	what	यह कौन सा आकार है?	यह कौन सा आकार है?			pentagon,hexagon,parallelogram,trapezoid	pentagon,hexagon,parallelogram,trapezoid			
			280010	shapes	what	यह कौन सा आकार है?	यह कौन सा आकार है?			circle,square,triangle,rectangle	circle,square,triangle,rectangle			
			280011	shapes	what	यह कौन सा आकार है?	यह कौन सा आकार है?			cylinder,cube,sphere,cone	cylinder,cube,sphere,cone			
FishTest_1_1	1	111, 111, 112, 112, 111												
			111	single_digit_numbers	कितने हैं?					1~4				
			112	recognize_number						1~4				
FishTest_1_2	1	121, 121, 122, 122, 121												
			121	recognize_number						1~4				
			122	single_digit_numbers	कितने हैं?					4~7				
FishTest_1_3	1	131, 131, 132, 132, 131												
			131	single_digit_numbers	कितने हैं?					3~6				
			132	recognize_number						3~7				
FishTest_2_1	1	211, 211, 212, 212, 211												
			211	single_digit_numbers	कितने हैं?					4~7				
			212	recognize_number						3~7				
FishTest_2_2	1	221, 221, 222, 222, 221												
			221	single_digit_numbers	कितने हैं?					6~9				
			222	recognize_number						5~9				
FishTest_2_3	1	231, 232, 233, 233, 234												
			231	recognize_number						5~9				
			232	number_identification						10				
			233	single_digit_numbers	कितने हैं?					6~9				
			234	2digit_numbers	कितने हैं?					10	5~10			
FishTest_3_1	1	311, 311, 312, 312, 311												
			311	recognize_number						6~9				
			312	2digit_numbers	कितने हैं?					11~15				
FishTest_3_2	1	321, 321, 322, 322, 321												
			321	recognize_number						11~15				
			322	2digit_numbers	कितने हैं?					16~20				
FishTest_3_3	1	331, 332, 332, 333, 333												
			331	recognize_number						16~20				
			332	bigger_and_smaller	bigger	image	lineup	कौन सा समूह बड़ा है	कौन सा समूह बड़ा है	1~10				
			333	bigger_and_smaller	smaller	number		कौन सा छोटा है?	कौन सा छोटा है?	1~10				
FishTest_4_1	1	411, 412, 413, 414, 415												
			411	2digit_numbers	कितने हैं?					10~20				
			412	2digit_numbers	कितने हैं?					17~20				
			413	recognize_number						1~20				
			414	number_identification						11~19				
			415	missing_number_drag	1	4	ascending			1~5				
FishTest_4_2	1	421, 422, 423, 424, 425												
			421	operations_with_objects	1~4+1~4=?					2~5				
			422	operations_with_objects	1~4+1~4=?					2~5				
			423	operations_with_objects	1~4+1~4=?					2~5				
			424	operations_with_objects	2~5-1~4=?					1~4				
			425	missing_number_drag	1	4	descending			1~5				
FishTest_4_3	1	431, 432, 433, 434, 435												
			431	bigger_and_smaller	bigger	number		 कौन सा बड़ा है?	 कौन सा बड़ा है?	1~10				
			432	bigger_and_smaller	smaller	number		कौन सा छोटा है?	कौन सा छोटा है?	1~10				
			433	biggest_and_smallest	biggest	कौन सा सबसे बड़ा है?	कौन सा सबसे बड़ा है?			1~10				
			434	biggest_and_smallest	smallest	कौन सा सबसे छोटा है?	कौन सा सबसे छोटा है?			1~10				
			435	compare_number_magnitudes	ascending	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।			1~10				
FishTest_5_1	1	511, 512, 513, 514, 515												
			511	recognize_number						21~50				
			512	number_identification						51~99				
			513	compare_number_magnitudes	ascending	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।			1~20				
			514	missing_number_drag	1	4	ascending			1~10				
			515	bigger_and_smaller	bigger	number		कौन सा बड़ा है?	 कौन सा बड़ा है?	20~50				
FishTest_5_2	1	521, 522, 523, 524, 525												
			521	2digit_numbers	कितने हैं?					51~100				
			522	compare_number_magnitudes	ascending	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।			1~20				
			523	operations_with_objects	2~10-1~4=?					1~9				
			524	operations_with_objects	2~10-5~9=?					1~9				
			525	operations_drag	1~5+1~5=?		vertical			1~9				
FishTest_5_3	1	531, 532, 533, 534, 535												
			531	operations_with_objects	10~19+1~9=?	regroupingfalse				1~20				
			532	operations_with_objects	1~9+10~19=?	regroupingfalse				1~20				
			533	operations_drag	1~9+1~9=?		vertical			1~10				
			534	operations_drag	1~10-1~9=?		vertical			1~9				
			535	missing_number_drag	2	4	ascending			1~20	2			
FishTest_6_1	1	611, 612, 613, 614, 615												
			611	operations_drag	10+1~9=?		vertical			11~19				
			612	operations_drag	11~20+1~10=?		vertical			11~19				
			613	missing_number_drag	10	4	descending			1~50	10			
			614	operations_with_objects	1~9+1~9=?	regroupingtrue				1~20				
			615	use_magnitude_symbols	11~50	11~50	çÚQUUUU SÍæÙ ÖÚð¢Ð	 खाली स्थान भरें।						
FishTest_6_2	1	621, 622, 623, 624, 625												
			621	operations_with_objects	1~9+1~9=?					10				
			622	operations_with_objects	1~9+1~9=?	regroupingtrue				11~20				
			623	operations_drag	11~20-1~10=?		vertical			10~20				
			624	operations_drag	11~19-1~9=?	regroupingfalse	vertical			10~18				
			625	compare_number_magnitudes	ascending	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।			1~50				
FishTest_7_1	1	711, 712, 713, 714, 715												
			711	missing_number_drag	1	3	ascending			51~100				
			712	missing_number_drag	10	4	ascending			51~100	10			
			713	number_identification						51~100				
			714	operations_with_objects	11~19+1~9=?	regroupingtrue				20				
			715	operations_drag	1~9+1~9=?	regroupingtrue	vertical			10~19				
FishTest_7_2	1	721~722, 723, 724, 725, 726												
			721	biggest_and_smallest	biggest	कौन सा सबसे बड़ा है?	कौन सा सबसे बड़ा है?			51~100				
			722	biggest_and_smallest	smallest	कौन सा सबसे छोटा है?	कौन सा सबसे छोटा है?			51~100				
			723	use_magnitude_symbols	51~100	51~100	खाली स्थान भरे	 खाली स्थान भरें।						
			724	operations_drag	11~20-10=?		horizontal			1~10				
			725	operations_drag	1~9+1~9=?	regroupingtrue	vertical			11~20				
			726	compare_number_magnitudes	ascending	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।			51~99				
FishTest_7_3	1	731, 732, 733, 734~735, 736												
			731	missing_number_drag	10	3	descending			51~100	10			
			732	operations_with_objects	11~19-1~9=?	regroupingtrue				1~10				
			733	operations_drag	11~20-1~9=?	regroupingtrue	vertical			1~19				
			734	operations_drag	20-1~9=?	regroupingtrue	vertical			11~19				
			735	operations_drag	20-11~19=?	regroupingtrue	vertical			1~9				
			736	compare_number_magnitudes	descending	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे।	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे।			71~99				
FishTest_8_1	1	811, 812~813, 814, 815, 816												
			811	missing_number_drag	3	4	ascending			1~20	3			
			812	operations_with_objects	11~19-1~9=?	regroupingtrue				1~9				
			813	operations_drag	11~19-1~9=?	regroupingtrue	vertical			1~9				
			814	operations_with_objects	20-1~9=?	regroupingtrue				11~19				
			815	compare_number_magnitudes	ascending	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।			51~99				
			816	word_problem	७ रेड एप्पल और २ ग्रीन एप्पल टोकरी में हैं। टोकरी में कितने एप्पल हैं?	७ रेड एप्पल और २ ग्रीन एप्पल टोकरी में हैं। टोकरी में कितने एप्पल हैं?				9				
FishTest_8_2	1	821, 822, 823, 824, 825												
			821	missing_number_drag	2	4	descending			1~10	2			
			822	operations_drag	11~19+11~19=?	regroupingfalse	horizontal			20~30				
			823	operations_drag	20-1~10=?		horizontal			1~10				
			824	compare_number_magnitudes	descending	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे।	सबसे बड़े से लेकर सबसे छोटे तक के क्रम में संख्या को रखे।			51~99				
			825	word_problem	बिली के पास २ मार्बल्स हैं। लता के पास बिली की तुलना में ३ अधिक मार्बल्स हैं। लता के पास कितने मार्बल्स हैं?	बिली के पास २ मार्बल्स हैं। लता के पास बिली की तुलना में ३ अधिक मार्बल्स हैं। लता के पास कितने मार्बल्स हैं?				5				
FishTest_8_3	1	831, 832, 833, 834, 835												
			831	compare_number_magnitudes	ascending	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।			71~99				
			832	missing_number_drag	2	3	descending			11~30	2			
			833	operations_with_objects	11~19+11~19=?	regroupingtrue				20~40				
			834	operations_drag	21~50-10~20=?	regroupingfalse	vertical			1~40				
			835	word_problem	५ एपल्स टेबल पर हैं। रेहमान २ एपल्स खाता है। टेबल पर कितने सेब बचे हैं?	५ एपल्स टेबल पर हैं। रेहमान २ एपल्स खाता है। टेबल पर कितने सेब बचे हैं?				3				
FishTest_9_1	1	911, 912, 913, 914, 915												
			911	use_magnitude_symbols	100, 200, 300, 400, 500, 600, 700, 800, 900	100, 200, 300, 400, 500, 600, 700, 800, 900	खाली स्थान भरें।	 खाली स्थान भरें।						
			912	missing_number_drag	2	4	descending			50~100	2			
			913	operations_drag	11~50+11~50=?	regroupingfalse	vertical			20~50				
			914	operations_drag	11~50-11~50=?	regroupingfalse	vertical			20~50				
			915	word_problem	एक पानी की टंकी में १४ मछलियाँ हैं। केरी ने ३ और मछलियाँ टंकी में डालीं। टंकी में कितनी मछलियां हैं?	एक पानी की टंकी में १४ मछलियाँ हैं। केरी ने ३ और मछलियाँ टंकी में डालीं। टंकी में कितनी मछलियां हैं?				17				
FishTest_9_2	1	921, 922, 923, 924, 925												
			921	compare_number_magnitudes	descending	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।	सबसे छोटे से लेकर सबसे बड़े तक के क्रम में संख्या को रखे।			51~100				
			922	missing_number_drag	1	4	ascending			100~500				
			923	operations_drag	21~40+11~20=?	regroupingtrue	vertical			30~60				
			924	word_problem	खाने की मेज पर १० प्लेटें हैं। प्लेटों की तुलना में ५ अधिक लोग हैं। कुल कितने लोग हैं?	खाने की मेज पर १० प्लेटें हैं। प्लेटों की तुलना में ५ अधिक लोग हैं। कुल कितने लोग हैं?				15				
			925	word_problem	एक बाड़ पर १२ बिल्लियाँ हैं। १ बिल्ली बाड़ से नीचे कूदती है। अब कितनी बिल्लियाँ बाड़ पर हैं?	एक बाड़ पर १२ बिल्लियाँ हैं। १ बिल्ली बाड़ से नीचे कूदती है। अब कितनी बिल्लियाँ बाड़ पर हैं?				11				
FishTest_9_3	1	931, 932, 933, 934, 935												
			931	missing_number_drag	100	2	ascending			100~900	100			
			932	operations_drag	11~18-1~9=?	regroupingtrue	horizontal			1~9				
			933	operations_drag	21~50-11~30=?	regroupingtrue	vertical			1~40				
			934	word_problem	अदिति के पास ८ संतरे हैं और मोहित के पास ४ संतरे हैं। उनके पास कुल मिलाकर कितने संतरे हैं?	अदिति के पास ८ संतरे हैं और मोहित के पास ४ संतरे हैं। उनके पास कुल मिलाकर कितने संतरे हैं?				12				
			935	word_problem	धीरज की उम्र ५ साल है। उर्वशी धीरज से ७ साल बड़ी है। उर्वशी कितनी साल की है?	धीरज की उम्र ५ साल है। उर्वशी धीरज से ७ साल बड़ी है। उर्वशी कितनी साल की है?				12				
FishTest_10_1	1	1011~1013, 1014, 1015, 1016, 1017												
			1011	operations_drag	11~99+10, 20, 30, 40, 50, 60, 70, 70, 80=?		horizontal			1~100				
			1012	operations_drag	10, 20, 30, 40, 50, 60, 70, 80+11~99=?		horizontal			1~100				
			1013	operations_drag	11~99-10, 20, 30, 40, 50, 60, 70, 80, 90=?		horizontal			1~100				
			1014	operations_without_objects	2, 3, 4, 5x1~9=?		horizontal			2~45				
			1015	missing_number_drag	10	3	ascending			500~990	10			
			1016	word_problem	अलका के पास ९ गुब्बारे हैं। ६ ग्रीन  हैं और बाकी ब्लू हैं। ब्लू गुब्बारे कितने हैं??	अलका के पास ९ गुब्बारे हैं। ६ ग्रीन  हैं और बाकी ब्लू हैं। ब्लू गुब्बारे कितने हैं??				3				
			1017	shapes	what	यह कौन सा आकार है?	यह कौन सा आकार है?			circle,square,triangle,rectangle	circle,square,triangle,rectangle			
FishTest_10_2	1	1021~1022, 1023, 1024, 1025, 1026												
			1021	missing_number_drag	1	4	descending			100~999				
